CTLabel,BoroCode,BoroName,CT2010,BoroCT2010,CDEligibil,NTACode,NTAName,PUMA,Shape_Leng,Shape_Area
424,2,Bronx,042400,2042400,I,BX44,Williamsbridge-Olinville,3702,5694.37183500000,1882378.37052000011
428,2,Bronx,042800,2042800,I,BX62,Woodlawn-Wakefield,3702,5422.98019097000,1821035.07924999995
429.02,2,Bronx,042902,2042902,E,BX43,Norwood,3706,4590.90560669000,1011499.02132000006
430,2,Bronx,043000,2043000,I,BX62,Woodlawn-Wakefield,3702,5850.89679372000,2219376.16427000007
434,2,Bronx,043400,2043400,E,BX62,Woodlawn-Wakefield,3702,10436.35116210000,3761013.01141999988
436,2,Bronx,043600,2043600,I,BX62,Woodlawn-Wakefield,3702,5633.95498316000,1679294.21952999989
451.01,2,Bronx,045101,2045101,I,BX62,Woodlawn-Wakefield,3702,5711.49179821000,1854782.77105999994
153,2,Bronx,015300,2015300,E,BX75,Crotona Park East,3705,7303.68160752000,2525294.05833999999
89,5,Staten Island,008900,5008900,I,SI22,West New Brighton-New Brighton-St. George,3903,168.52433745400,581.95713827000
2,4,Queens,000200,4000200,E,QN53,Woodhaven,4111,5114.37562901000,1665497.04029999999
4,4,Queens,000400,4000400,I,QN53,Woodhaven,4111,6508.27099666000,2420892.26721999981
6,4,Queens,000600,4000600,E,QN53,Woodhaven,4111,6437.13419492000,2307340.97494000010
8,4,Queens,000800,4000800,I,QN53,Woodhaven,4111,5918.32352583000,2043534.21008000011
10,4,Queens,001000,4001000,I,QN53,Woodhaven,4111,5286.51068688000,1743090.05833999999
12,4,Queens,001200,4001200,I,QN53,Woodhaven,4111,6305.93977711000,2420974.02520000003
14,4,Queens,001400,4001400,I,QN53,Woodhaven,4111,6059.96299835000,2305944.36500999983
16,4,Queens,001600,4001600,E,QN53,Woodhaven,4111,5985.30711358000,1623632.68720999989
22,4,Queens,002200,4002200,I,QN53,Woodhaven,4111,5028.23754652000,1594779.70039999997
28,4,Queens,002800,4002800,I,QN54,Richmond Hill,4111,6400.43091940000,2386683.09801999992
31,4,Queens,003100,4003100,E,QN68,Queensbridge-Ravenswood-Long Island City,4101,6683.01062548000,1775765.18472000002
36,4,Queens,003600,4003600,E,QN53,Woodhaven,4111,9384.58322502000,1937305.96109000011
38,4,Queens,003800,4003800,I,QN53,Woodhaven,4111,7114.92084395000,1896703.60323000001
39,4,Queens,003900,4003900,E,QN68,Queensbridge-Ravenswood-Long Island City,4101,7160.54959186000,1580667.05740000005
40.01,4,Queens,004001,4004001,E,QN53,Woodhaven,4111,6859.28326383000,1875952.94120000000
42,4,Queens,004200,4004200,E,QN53,Woodhaven,4111,7928.42049671000,2156063.86641999986
44.01,4,Queens,004401,4004401,E,QN56,Ozone Park,4113,7938.05473198000,2832837.47689000005
50,4,Queens,005000,4005000,I,QN56,Ozone Park,4113,5156.21546036000,1637725.51276999991
51,4,Queens,005100,4005100,E,QN68,Queensbridge-Ravenswood-Long Island City,4101,5387.36705197000,1476104.59294999996
52,4,Queens,005200,4005200,E,QN53,Woodhaven,4111,5322.70222964000,1405673.96882000007
54,4,Queens,005400,4005400,I,QN56,Ozone Park,4113,9443.73485575000,4491924.70832999982
65.02,4,Queens,006502,4006502,E,QN70,Astoria,4101,5907.49101606000,1650722.26319000009
73,4,Queens,007300,4007300,I,QN71,Old Astoria,4101,4972.88831411000,1523722.90363000007
79,4,Queens,007900,4007900,E,QN71,Old Astoria,4101,5365.90128875000,1727511.03325000009
91,4,Queens,009100,4009100,E,QN71,Old Astoria,4101,9267.19409833000,2005223.27750999993
94,4,Queens,009400,4009400,E,QN55,South Ozone Park,4113,7131.93099111000,1869642.04915999994
97,4,Queens,009700,4009700,I,QN72,Steinway,4101,6276.08814959000,2172165.57400000002
101,4,Queens,010100,4010100,I,QN72,Steinway,4101,5978.84781747000,1859725.39969999995
102,4,Queens,010200,4010200,E,QN55,South Ozone Park,4113,7032.65633742000,2302072.60574000003
104,4,Queens,010400,4010400,E,QN55,South Ozone Park,4113,6736.55008900000,2007367.49579999992
106,4,Queens,010600,4010600,I,QN55,South Ozone Park,4113,8845.97832157000,1862499.14375000005
108,4,Queens,010800,4010800,I,QN54,Richmond Hill,4111,6002.66688155000,1696627.41555000003
111,4,Queens,011100,4011100,I,QN72,Steinway,4101,5447.70034023000,1622555.58513000002
112,4,Queens,011200,4011200,I,QN54,Richmond Hill,4111,6398.94581445000,2029245.43834999995
113,4,Queens,011300,4011300,E,QN72,Steinway,4101,6050.89773202000,1922996.04215999995
114,4,Queens,011400,4011400,E,QN54,Richmond Hill,4111,5044.56824000000,1308602.97549000010
115,4,Queens,011500,4011500,E,QN72,Steinway,4101,5907.89869038000,1997244.19371000002
116,4,Queens,011600,4011600,E,QN54,Richmond Hill,4111,5806.25259901000,1502722.79545000009
117,4,Queens,011700,4011700,I,QN72,Steinway,4101,6365.30325920000,2290673.00999999978
118,4,Queens,011800,4011800,I,QN54,Richmond Hill,4111,7836.29319668000,1736072.48335000011
119,4,Queens,011900,4011900,E,QN72,Steinway,4101,4488.11142031000,1199795.08715000004
121,4,Queens,012100,4012100,E,QN72,Steinway,4101,5080.83238386000,1484400.40204999992
124,4,Queens,012400,4012400,E,QN54,Richmond Hill,4111,6137.10372836000,2103190.15177999996
126.01,4,Queens,012601,4012601,E,QN54,Richmond Hill,4111,5764.74972740000,1585195.95996999997
126.02,4,Queens,012602,4012602,I,QN54,Richmond Hill,4111,5581.88514389000,1583994.72756000003
128,4,Queens,012800,4012800,I,QN54,Richmond Hill,4111,5824.97197014000,1721777.34431000007
130,4,Queens,013000,4013000,I,QN54,Richmond Hill,4111,7748.10199205000,2016150.99698999990
136,4,Queens,013600,4013600,I,QN60,Kew Gardens,4111,5973.83276387000,1632351.25778000010
140,4,Queens,014000,4014000,I,QN60,Kew Gardens,4111,7299.16984247000,2390486.83886000002
143,4,Queens,014300,4014300,E,QN70,Astoria,4101,5416.75909804000,1469451.90046999999
145,4,Queens,014500,4014500,I,QN70,Astoria,4101,4713.29713720000,1374739.93923999998
147,4,Queens,014700,4014700,I,QN70,Astoria,4101,6043.08848199000,1592386.54111999995
149,4,Queens,014900,4014900,E,QN70,Astoria,4101,4285.46359665000,1147477.90442000004
153,4,Queens,015300,4015300,I,QN70,Astoria,4101,4615.60789617000,1309390.55756999995
154,4,Queens,015400,4015400,I,QN54,Richmond Hill,4111,7745.38727208000,1617854.27796000009
156,4,Queens,015600,4015600,I,QN54,Richmond Hill,4111,7347.45160589000,2253099.49795000022
158.02,4,Queens,015802,4015802,E,QN55,South Ozone Park,4113,7751.28563975000,2997105.62026000023
161,4,Queens,016100,4016100,E,QN70,Astoria,4101,4505.24323348000,1157640.28572999989
164,4,Queens,016400,4016400,E,QN55,South Ozone Park,4113,6846.23977780000,2129308.77558000013
166,4,Queens,016600,4016600,E,QN55,South Ozone Park,4113,9392.75305583000,2185345.29491999978
168,4,Queens,016800,4016800,E,QN55,South Ozone Park,4113,7492.31516721000,2276026.93695000000
172,4,Queens,017200,4017200,I,QN55,South Ozone Park,4113,7468.94343234000,2076615.05786999990
178,4,Queens,017800,4017800,E,QN55,South Ozone Park,4113,7512.82955467000,2054273.56942999992
180,4,Queens,018000,4018000,E,QN55,South Ozone Park,4113,5791.69068046000,1533595.08165999991
184.01,4,Queens,018401,4018401,E,QN76,Baisley Park,4112,6943.72840080000,2054040.14241999993
184.02,4,Queens,018402,4018402,I,QN76,Baisley Park,4112,7150.59371021000,2287905.83705000021
185.01,4,Queens,018501,4018501,I,QN31,Hunters Point-Sunnyside-West Maspeth,4109,4479.67374136000,1060457.90555000002
185.02,4,Queens,018502,4018502,E,QN31,Hunters Point-Sunnyside-West Maspeth,4109,4478.89661857000,1059000.84514999995
186,4,Queens,018600,4018600,I,QN76,Baisley Park,4112,7030.77948159000,1922308.60386999999
190,4,Queens,019000,4019000,I,QN76,Baisley Park,4112,6323.59663375000,2026398.52775999997
230,4,Queens,023000,4023000,I,QN35,Briarwood-Jamaica Hills,4106,6035.91070462000,1782960.13290000008
232,4,Queens,023200,4023200,I,QN35,Briarwood-Jamaica Hills,4106,8955.44962343000,3557225.33153000008
236,4,Queens,023600,4023600,E,QN35,Briarwood-Jamaica Hills,4106,5717.55590977000,1897473.69048000011
238,4,Queens,023800,4023800,E,QN61,Jamaica,4112,5362.84754193000,1686741.52732999995
247,4,Queens,024700,4024700,I,QN63,Woodside,4109,4478.99500420000,1000045.87604999996
259,4,Queens,025900,4025900,E,QN63,Woodside,4109,6688.71681025000,2014820.41003999999
261,4,Queens,026100,4026100,E,QN63,Woodside,4109,6592.53147494000,2384003.76615000004
266,4,Queens,026600,4026600,E,QN01,South Jamaica,4112,6384.49039337000,1861807.74300000002
269.01,4,Queens,026901,4026901,E,QN29,Elmhurst,4107,5493.25294470000,1230343.78835000005
269.02,4,Queens,026902,4026902,E,QN29,Elmhurst,4107,3699.99216994000,844998.02248599997
270,4,Queens,027000,4027000,I,QN01,South Jamaica,4112,6319.61702198000,1992018.80073000002
271,4,Queens,027100,4027100,E,QN29,Elmhurst,4107,6226.77357969000,1496180.53817999992
272,4,Queens,027200,4027200,E,QN76,Baisley Park,4112,6068.63449695000,1653862.64626000007
273,4,Queens,027300,4027300,E,QN28,Jackson Heights,4102,7545.63406277000,2316635.91816999996
274,4,Queens,027400,4027400,I,QN76,Baisley Park,4112,5845.72955819000,1546921.08505999995
275,4,Queens,027500,4027500,E,QN28,Jackson Heights,4102,7384.59552621000,1911640.18791999994
277,4,Queens,027700,4027700,E,QN28,Jackson Heights,4102,7391.82600402000,1876123.38283000002
279,4,Queens,027900,4027900,E,QN28,Jackson Heights,4102,7392.18258886000,1913241.96980999992
280,4,Queens,028000,4028000,I,QN08,St. Albans,4112,6793.12912942000,1775383.43919000006
281,4,Queens,028100,4028100,I,QN28,Jackson Heights,4102,7391.19960296000,1877449.70744000003
282,4,Queens,028200,4028200,I,QN08,St. Albans,4112,7042.18899216000,1960190.13067000010
283,4,Queens,028300,4028300,E,QN28,Jackson Heights,4102,7388.43631836000,1913172.89920000010
285,4,Queens,028500,4028500,I,QN28,Jackson Heights,4102,7390.11393855000,1701419.41528000007
287,4,Queens,028700,4028700,E,QN28,Jackson Heights,4102,7939.87490579000,2104983.11361999996
289,4,Queens,028900,4028900,E,QN28,Jackson Heights,4102,7304.21962000000,1859020.46313000005
309.03,4,Queens,030903,4030903,E,QN28,Jackson Heights,4102,7799.35674164000,3785525.77252000012
327,4,Queens,032700,4032700,E,QN28,Jackson Heights,4102,5723.34961411000,1623732.59119999991
329,4,Queens,032900,4032900,I,QN28,Jackson Heights,4102,9138.34859118000,4703696.50050999969
337,4,Queens,033700,4033700,E,QN28,Jackson Heights,4102,5720.83796313000,1623669.21558000008
339,4,Queens,033900,4033900,E,QN28,Jackson Heights,4102,5716.86391158000,1623371.59832999995
347,4,Queens,034700,4034700,I,QN28,Jackson Heights,4102,13359.73161320000,3982039.49789999984
351,4,Queens,035100,4035100,E,QN28,Jackson Heights,4102,5464.05530318000,1498730.09548999998
353,4,Queens,035300,4035300,E,QN27,East Elmhurst,4102,6205.73003855000,1670746.13290000008
361,4,Queens,036100,4036100,E,QN27,East Elmhurst,4102,7450.19991406000,1693934.95641000010
363,4,Queens,036300,4036300,E,QN27,East Elmhurst,4102,5217.35009016000,1449334.88849000004
365,4,Queens,036500,4036500,E,QN27,East Elmhurst,4102,5481.94035952000,1787997.75904999999
367,4,Queens,036700,4036700,E,QN27,East Elmhurst,4102,6263.78018624000,2109115.33496000012
371,4,Queens,037100,4037100,I,QN27,East Elmhurst,4102,6834.80353447000,1941692.49160999991
375,4,Queens,037500,4037500,E,QN26,North Corona,4102,10390.03120550000,1649123.59275999991
377,4,Queens,037700,4037700,E,QN26,North Corona,4102,5048.00393733000,1580389.22152999998
379,4,Queens,037900,4037900,E,QN26,North Corona,4102,6143.37414587000,2120846.44732999988
384,4,Queens,038400,4038400,I,QN08,St. Albans,4112,7759.30807004000,3206706.15222000005
394,4,Queens,039400,4039400,I,QN08,St. Albans,4112,10859.92433840000,3749394.05657000002
398,4,Queens,039800,4039800,I,QN08,St. Albans,4112,6715.54325588000,2161700.39081999986
399,4,Queens,039900,4039900,E,QN25,Corona,4107,6230.52635244000,1819609.05144000007
400,4,Queens,040000,4040000,I,QN08,St. Albans,4112,6271.30840219000,2112654.24603000004
401,4,Queens,040100,4040100,E,QN26,North Corona,4102,6928.19973906000,2267584.44527000003
402,4,Queens,040200,4040200,I,QN08,St. Albans,4112,6713.98452999000,2352448.61524000019
403,4,Queens,040300,4040300,E,QN26,North Corona,4102,6602.04531679000,2137394.95430999994
411,4,Queens,041100,4041100,E,QN25,Corona,4107,5258.32730113000,1481730.57676000008
413,4,Queens,041300,4041300,E,QN25,Corona,4107,5605.05181517000,1709061.30135999992
415,4,Queens,041500,4041500,E,QN25,Corona,4107,5633.03362698000,1866262.03297000006
434,4,Queens,043400,4043400,I,QN01,South Jamaica,4112,7226.75579319000,2213960.02498999983
443.01,4,Queens,044301,4044301,E,QN25,Corona,4107,5794.71161378000,1437697.86660999991
443.02,4,Queens,044302,4044302,E,QN25,Corona,4107,6885.48795998000,2992542.39288000017
446.02,4,Queens,044602,4044602,E,QN61,Jamaica,4112,5531.97071951000,1830580.37470999989
448,4,Queens,044800,4044800,E,QN35,Briarwood-Jamaica Hills,4106,7015.86682481000,2240965.72164000012
457,4,Queens,045700,4045700,E,QN29,Elmhurst,4107,5578.62622354000,1620253.91000999999
459,4,Queens,045900,4045900,I,QN29,Elmhurst,4107,5413.88686030000,1473337.16604000004
461,4,Queens,046100,4046100,E,QN29,Elmhurst,4107,5429.07150154000,1226622.43399999989
463,4,Queens,046300,4046300,E,QN29,Elmhurst,4107,6629.76992435000,1710782.36033000005
465,4,Queens,046500,4046500,E,QN29,Elmhurst,4107,4914.47452396000,1396723.10241999989
467,4,Queens,046700,4046700,E,QN29,Elmhurst,4107,6450.86293849000,1528977.78061000002
469,4,Queens,046900,4046900,E,QN29,Elmhurst,4107,7268.12945759000,1629557.55254000006
479,4,Queens,047900,4047900,I,QN50,Elmhurst-Maspeth,4109,11155.39933530000,4185241.30850999989
481,4,Queens,048100,4048100,E,QN29,Elmhurst,4107,5593.27365721000,1496671.33097000001
483,4,Queens,048300,4048300,E,QN50,Elmhurst-Maspeth,4109,7509.35614086000,2399980.59303000011
484,4,Queens,048400,4048400,I,QN07,Hollis,4112,8758.23948610000,4466742.57971999981
489,4,Queens,048900,4048900,E,QN50,Elmhurst-Maspeth,4109,9403.78241775000,3743760.54742000019
495,4,Queens,049500,4049500,I,QN30,Maspeth,4110,6479.31263351000,1321263.61416999996
496,4,Queens,049600,4049600,I,QN34,Queens Village,4105,6798.28249874000,2943687.07929999987
499,4,Queens,049900,4049900,E,QN29,Elmhurst,4107,10321.09173630000,5062212.01805000007
502.01,4,Queens,050201,4050201,I,QN07,Hollis,4112,5546.25625216000,1810554.34762999997
502.02,4,Queens,050202,4050202,I,QN07,Hollis,4112,5227.63808110000,1645285.30679000006
504,4,Queens,050400,4050400,I,QN07,Hollis,4112,6260.06003140000,2327566.89971000003
506,4,Queens,050600,4050600,I,QN07,Hollis,4112,6188.53232415000,2218356.93256000010
508,4,Queens,050800,4050800,I,QN07,Hollis,4112,6330.86582558000,2363416.27742000017
510,4,Queens,051000,4051000,I,QN07,Hollis,4112,7777.70875127000,1989781.17858000007
512,4,Queens,051200,4051200,I,QN34,Queens Village,4105,10480.70164260000,4044798.62258999981
516,4,Queens,051600,4051600,I,QN34,Queens Village,4105,7138.18490219000,1983892.42286999989
517,4,Queens,051700,4051700,I,QN30,Maspeth,4110,9866.80053678000,2637192.67243999988
518,4,Queens,051800,4051800,I,QN08,St. Albans,4112,6248.97806097000,1827884.20895999996
520,4,Queens,052000,4052000,I,QN08,St. Albans,4112,6270.78425065000,1853858.10027000005
521,4,Queens,052100,4052100,I,QN30,Maspeth,4110,7321.16937805000,2037172.99946000008
522,4,Queens,052200,4052200,I,QN08,St. Albans,4112,6248.71203460000,1827899.17705999990
524,4,Queens,052400,4052400,I,QN08,St. Albans,4112,6098.59435970000,2111656.21682000021
525,4,Queens,052500,4052500,I,QN30,Maspeth,4110,6442.92233388000,2175165.13153999997
526,4,Queens,052600,4052600,I,QN08,St. Albans,4112,5832.43637608000,1962757.73222999997
528,4,Queens,052800,4052800,E,QN08,St. Albans,4112,6980.76558497000,1941689.31406000000
530,4,Queens,053000,4053000,I,QN08,St. Albans,4112,6368.35206981000,2477580.94573999988
532,4,Queens,053200,4053200,I,QN34,Queens Village,4105,8791.72966731000,2043402.02668999997
534.01,4,Queens,053401,4053401,I,QN33,Cambria Heights,4105,7981.29927559000,2799985.45614999998
536.01,4,Queens,053601,4053601,I,QN34,Queens Village,4105,6664.49781496000,2059465.96338999993
540,4,Queens,054000,4054000,E,QN34,Queens Village,4105,10379.22336170000,5627808.74602000043
542,4,Queens,054200,4054200,I,QN34,Queens Village,4105,10029.06354390000,5824785.49091999978
545,4,Queens,054500,4054500,E,QN20,Ridgewood,4110,4479.23325647000,1221365.56287000002
547,4,Queens,054700,4054700,E,QN20,Ridgewood,4110,5473.12249142000,1390289.41571000009
549,4,Queens,054900,4054900,E,QN20,Ridgewood,4110,6164.84000115000,1767827.17130999989
551,4,Queens,055100,4055100,E,QN20,Ridgewood,4110,5974.20660050000,1669725.76685000001
553,4,Queens,055300,4055300,E,QN20,Ridgewood,4110,5786.25773182000,1475828.66867999989
555,4,Queens,055500,4055500,E,QN20,Ridgewood,4110,6355.66252417000,1654116.33010999998
556,4,Queens,055600,4055600,I,QN34,Queens Village,4105,6237.49463998000,2442153.37478000019
558,4,Queens,055800,4055800,I,QN34,Queens Village,4105,5807.58670234000,2070613.52711999998
565,4,Queens,056500,4056500,E,QN19,Glendale,4110,6883.06572478000,1300728.30123000010
577,4,Queens,057700,4057700,E,QN19,Glendale,4110,6461.39816004000,2031895.74176999996
579,4,Queens,057900,4057900,E,QN19,Glendale,4110,4086.23516822000,742244.29776400002
581,4,Queens,058100,4058100,I,QN20,Ridgewood,4110,5612.41294945000,1548155.39180000010
583,4,Queens,058300,4058300,I,QN20,Ridgewood,4110,5069.10849306000,1528044.21790999989
585,4,Queens,058500,4058500,E,QN20,Ridgewood,4110,5622.54718740000,1842457.02954000002
587,4,Queens,058700,4058700,E,QN20,Ridgewood,4110,5093.74821181000,1549455.35843000002
589,4,Queens,058900,4058900,E,QN20,Ridgewood,4110,5626.44979825000,1780244.76188999997
591,4,Queens,059100,4059100,E,QN20,Ridgewood,4110,6258.85043502000,2174921.35472000018
593,4,Queens,059300,4059300,E,QN20,Ridgewood,4110,7184.62094683000,2719007.49746999983
594,4,Queens,059400,4059400,I,QN33,Cambria Heights,4105,7041.47586456000,2389902.25565000018
596,4,Queens,059600,4059600,I,QN33,Cambria Heights,4105,6089.76724505000,2094112.16030999995
598,4,Queens,059800,4059800,I,QN33,Cambria Heights,4105,6172.23593201000,2227865.46368000004
599,4,Queens,059900,4059900,I,QN30,Maspeth,4110,6220.11865680000,1368119.26252999995
600,4,Queens,060000,4060000,E,QN33,Cambria Heights,4105,5784.24151744000,1902339.45145999989
606,4,Queens,060600,4060600,I,QN33,Cambria Heights,4105,6180.97557140000,2317297.13455000008
608,4,Queens,060800,4060800,I,QN33,Cambria Heights,4105,6176.48621418000,2271701.66171000013
613.01,4,Queens,061301,4061301,I,QN20,Ridgewood,4110,15797.10145970000,7604371.03093999997
614,4,Queens,061400,4061400,I,QN33,Cambria Heights,4105,6934.40354024000,2772036.23032000009
618,4,Queens,061800,4061800,I,QN66,Laurelton,4105,6651.83351247000,2600060.24181000004
627,4,Queens,062700,4062700,E,QN19,Glendale,4110,5344.10467455000,1693386.28472999996
629,4,Queens,062900,4062900,E,QN19,Glendale,4110,8634.20953806000,1987642.93440999999
632,4,Queens,063200,4063200,I,QN66,Laurelton,4105,9413.62081515000,3194844.06950999983
641.01,4,Queens,064101,4064101,I,QN53,Woodhaven,4111,4177.98204921000,847568.56651000003
657.02,4,Queens,065702,4065702,I,QN21,Middle Village,4110,6735.04861030000,1547771.95784000005
657.03,4,Queens,065703,4065703,I,QN21,Middle Village,4110,7352.98171215000,2889534.88476999989
659,4,Queens,065900,4065900,I,QN21,Middle Village,4110,7996.60791838000,2083719.94665999990
660,4,Queens,066000,4066000,I,QN05,Rosedale,4105,8525.49771576000,4160670.32924999995
661,4,Queens,066100,4066100,I,QN21,Middle Village,4110,5697.84905894000,1439518.86492000008
663,4,Queens,066300,4066300,I,QN21,Middle Village,4110,11581.31569940000,5674137.77505000029
667.01,4,Queens,066701,4066701,I,QN21,Middle Village,4110,7732.49549182000,2769361.31796000013
671,4,Queens,067100,4067100,I,QN21,Middle Village,4110,7397.82019697000,2465973.77524999995
677,4,Queens,067700,4067700,I,QN21,Middle Village,4110,6676.79380490000,2001637.18720999989
679,4,Queens,067900,4067900,I,QN21,Middle Village,4110,9161.43846183000,2727322.84996999986
687,4,Queens,068700,4068700,I,QN18,Rego Park,4108,8070.17679659000,2848080.18680999987
690,4,Queens,069000,4069000,I,QN03,Springfield Gardens South-Brookville,4105,9386.71691587000,3778477.53643999994
693,4,Queens,069300,4069300,E,QN18,Rego Park,4108,4778.53796989000,1451117.02801000001
